gene_symbol,Rufy4
analysis_id,8xd301fqd26v8bk
mouse_life_stage,Early adult
parameter_name,Time mobile dark side
mouse_strain,C57BL
pvalue,0.8723602
parameter_id,JAX_LDT_005_001
gene_accession_id,MGI:3588214
