parameter_name,Periphery average speed
gene_symbol,Mapkap1
parameter_id,HRWLLA_OFD_013_001
pvalue,0.4312467
mouse_life_stage,Early adult
analysis_id,q473cjb438ssv34
gene_accession_id,MGI:2444554
mouse_strain,C57BL
