gene_symbol,Lamb3
parameter_name,IgD+ mature B cell percentage
analysis_id,841z97zs9894114
parameter_id,MGP_PBI_015_001
gene_accession_id,MGI:99915
mouse_strain,C57BL
pvalue,0.8692338
mouse_life_stage,Early adult
