gene_symbol,Slc30a4
mouse_strain,C57BL
pvalue,0.9250369
analysis_id,vxm13pm4dm2h4uw
gene_accession_id,MGI:1345282
parameter_id,IMPC_IMM_013_001
parameter_name,DN NKT cells
mouse_life_stage,Late adult
