gene_symbol,Galnt13
parameter_name,Ulna
analysis_id,k449s5y1tm7fzjh
gene_accession_id,MGI:2139447
mouse_life_stage,Late adult
parameter_id,IMPC_XRY_023_001
mouse_strain,C57BL
pvalue,0.7797951
