parameter_id,IMPC_CSD_028_001
mouse_strain,C57BL
parameter_name,Snout size
pvalue,0.9857536
mouse_life_stage,E9.5
gene_accession_id,MGI:95835
gene_symbol,Hspa5
analysis_id,v2n746mje7140c3
