parameter_id,IMPC_XRY_022_001
mouse_life_stage,E9.5
mouse_strain,C57BL
gene_accession_id,MGI:1913483
analysis_id,0r5q9e03i15v4m9
parameter_name,Radius
gene_symbol,Dmap1
pvalue,0.7662512
