mouse_strain,129SV
pvalue,0.2022756
gene_symbol,Cds2
parameter_id,ESLIM_001_001_117
analysis_id,qau41ezmp5lamau
mouse_life_stage,Early adult
gene_accession_id,MGI:1332236
parameter_name,eye size
