parameter_id,MGP_MLN_021_001
pvalue,0.825216
mouse_life_stage,E9.5
gene_symbol,Slc39a10
analysis_id,tf4v14x6h29143y
mouse_strain,C57BL
parameter_name,KLRG1+ gd T cells - % of gd T cells
gene_accession_id,MGI:1914515
