gene_symbol,Hpca
parameter_name,PP1 + pulse startle magnitude
pvalue,0.9437027
mouse_strain,C57BL
parameter_id,ESLIM_011_001_007
analysis_id,dumfuon4oiuyqd0
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:1336200
