parameter_id,IMPC_IMM_069_001
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
gene_symbol,Hpca
pvalue,0.737338
gene_accession_id,MGI:1336200
parameter_name,Transitional B Cells (CD21/35 low)
analysis_id,e5573nep82v1ej1
