parameter_id,JAXLA_DXA_009_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:105073
analysis_id,1a8g28gh11vgq9d
parameter_name,Fat/Body weight
gene_symbol,Tnni1
pvalue,0.8555461
