parameter_id,MGP_IMM_020_001
gene_accession_id,MGI:105072
parameter_name,Effector gd T cells - % of gd T cells
pvalue,0.721883
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Rab22a
analysis_id,pn01991534n0rkl
