parameter_name,Distance travelled - total
pvalue,0.805989
analysis_id,3g21yh0qq9230z0
gene_accession_id,MGI:894679
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,JAX_OFD_020_001
gene_symbol,Bach2
