parameter_id,MGP_CSD_064_001
parameter_name,Head morphology
pvalue,0.2494105
gene_accession_id,MGI:87968
mouse_strain,C53BL
gene_symbol,Ahcy
mouse_life_stage,E9.5
analysis_id,e8379dsoc7lgmum
