parameter_id,IMPC_EYE_004_001
gene_symbol,Golm2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Eyelid morphology
analysis_id,92c2eu40849bda5
pvalue,0.6869693
gene_accession_id,MGI:2443129
