gene_symbol,Clvs1
mouse_strain,C57BL
analysis_id,41ya687484d42w1
parameter_id,ESLIM_008_001_017
parameter_name,Limb grasping
mouse_life_stage,Early adult
pvalue,0.4134401
gene_accession_id,MGI:1921688
