gene_symbol,Snap23
mouse_life_stage,Late adult
pvalue,0.293508
parameter_id,HRWLLA_OFD_011_001
mouse_strain,C57BL
parameter_name,Periphery resting time
gene_accession_id,MGI:109356
analysis_id,w7nll243t7ur8c6
