mouse_strain,C57BL
pvalue,0.4368518
gene_accession_id,MGI:1922855
parameter_id,ESLIM_008_001_013
gene_symbol,Kdm5b
parameter_name,Startle response
mouse_life_stage,Early adult
analysis_id,t6c5c4z159roef2
