gene_symbol,Dnajc6
parameter_name,BMC/Body weight
analysis_id,6e7364q18w50l4y
gene_accession_id,MGI:1919935
pvalue,0.1436423
mouse_life_stage,Early adult
parameter_id,HRWLLA_DXA_007_001
mouse_strain,C57BL
