mouse_life_stage,Early adult
pvalue,0.6776579
gene_symbol,Alkbh3
analysis_id,518y2m04w411a3m
parameter_name,Whole arena resting time
parameter_id,IMPC_OFD_007_001
mouse_strain,C57BL
gene_accession_id,MGI:1916363
