parameter_id,IMPC_GEP_022_001
gene_symbol,Cdin1
pvalue,0.07585436
analysis_id,4587340scc14135
gene_accession_id,MGI:3026886
parameter_name,Embryo Size
mouse_strain,C57BL
mouse_life_stage,E9.5
