gene_symbol,Rgs20
parameter_name,Fractional Shortening
mouse_life_stage,Early adult
parameter_id,IMPC_ECH_005_001
gene_accession_id,MGI:1929866
pvalue,0.5013517
mouse_strain,C57BL
analysis_id,nzj4874p09z0p73
