parameter_id,HMGULA_CBC_003_001
analysis_id,zaaan6dpk556608
mouse_strain,C57BL
pvalue,0.3637101
mouse_life_stage,Middle aged adult
gene_symbol,Secisbp2l
parameter_name,Chloride
gene_accession_id,MGI:1917604
