gene_symbol,Secisbp2l
mouse_life_stage,Late adult
pvalue,0.09156022
analysis_id,6a19q7zv0o6p6ww
mouse_strain,C57BL
gene_accession_id,MGI:1917604
parameter_name,Resting CD8+ T cells - % of CD8+
parameter_id,MGP_MLN_014_001
