parameter_id,IMPC_GRS_008_001
gene_accession_id,MGI:2446186
mouse_life_stage,Middle aged adult
parameter_name,Forelimb grip strength measurement mean
pvalue,0.6461163
mouse_strain,C57BL
gene_symbol,Lpgat1
analysis_id,jg74u7f8z52glc0
