gene_symbol,Ahcy
parameter_name,Periphery distance travelled
gene_accession_id,MGI:87968
pvalue,0.6765016
mouse_life_stage,E12.5
mouse_strain,C57BL
analysis_id,jyv10h9bk59p904
parameter_id,JAX_OFD_010_001
