parameter_id,IMPC_EYE_059_001
gene_symbol,Arpc5l
pvalue,0.8146265
mouse_strain,C57BL
gene_accession_id,MGI:1921442
mouse_life_stage,Early adult
parameter_name,Mean right eye lens density
analysis_id,vxx01wxs0hk0719
