parameter_id,M-G-P_005_001_004
pvalue,0.5458497
mouse_strain,C57BL
parameter_name,Bone Mineral Density (excluding skull)
gene_symbol,Col6a3
mouse_life_stage,Early adult
analysis_id,mr8wq2527l9m633
gene_accession_id,MGI:88461
