parameter_id,IMPC_EYE_026_001
analysis_id,a3o2y4y2u0124hu
gene_accession_id,MGI:1913105
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Retinal Blood Vessels Pattern
gene_symbol,Slc28a2
pvalue,0.1775467
