parameter_name,Whole arena resting time
gene_accession_id,MGI:1309468
parameter_id,IMPC_OFD_007_001
pvalue,0.3941632
mouse_life_stage,Early adult
gene_symbol,Casq1
mouse_strain,C57BL
analysis_id,7mzxf7tw3s9qqiz
