gene_symbol,Hpca
gene_accession_id,MGI:1336200
analysis_id,w3f29mg8i27y136
parameter_name,Naive CD8+ T cells - % of CD8+
parameter_id,MGP_IMM_016_001
mouse_strain,C57BL
pvalue,0.6595153
mouse_life_stage,Late adult
