parameter_id,IMPC_ABR_006_001
mouse_life_stage,Early adult
pvalue,0.4505099
parameter_name,12kHz-evoked ABR Threshold
gene_accession_id,MGI:88461
gene_symbol,Col6a3
mouse_strain,C57BL
analysis_id,02075b7jk36i97w
