parameter_id,M-G-P_016_001_005
parameter_name,Mean-cell-volume
pvalue,0.381074
gene_accession_id,MGI:99605
analysis_id,9p8g55vx26a0a15
gene_symbol,Cntfr
mouse_strain,129SV
mouse_life_stage,Early adult
