parameter_id,IMPC_OFD_007_001
analysis_id,lhw29p0jbd794r4
gene_accession_id,MGI:2651854
mouse_strain,C57BL
pvalue,0.1902692
mouse_life_stage,Early adult
parameter_name,Whole arena resting time
gene_symbol,ATG4C
