gene_symbol,Etfdh
analysis_id,3x6402jve7tb177
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_GRS_009_001
parameter_name,Forelimb and hindlimb grip strength measurement mean
gene_accession_id,MGI:106100
pvalue,0.6104528
