parameter_name,Red blood cell count
gene_symbol,Eprs1
parameter_id,IMPC_HEM_002_001
mouse_life_stage,E9.5
analysis_id,6hndt809v7758r1
gene_accession_id,MGI:97838
pvalue,0.1485647
mouse_strain,C57BL
