parameter_name,Startle response
analysis_id,009aya7r3u6jf2y
pvalue,0.920172
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_CSD_036_001
gene_accession_id,MGI:1274787
gene_symbol,Trdmt1
