gene_symbol,Wars2
mouse_life_stage,Early adult
gene_accession_id,MGI:1917810
pvalue,0.2997332
analysis_id,3yj1ag86x936c9z
parameter_name,Pericardium Morphology
parameter_id,IMPC_GEL_006_001
mouse_strain,C57BL
