parameter_name,Whole arena resting time
analysis_id,p921tkgyv3l526j
mouse_strain,C57BL
gene_symbol,Eprs1
parameter_id,JAXLA_OFD_007_001
pvalue,0.643278
gene_accession_id,MGI:97838
mouse_life_stage,E9.5
