gene_symbol,Pum1
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_CSD_011_001
gene_accession_id,MGI:1931749
pvalue,0.1104336
analysis_id,821l53413kn050k
parameter_name,Coat - hair distribution - back
