gene_symbol,Ninl
gene_accession_id,MGI:1925427
parameter_id,MGP_PBI_001_001
pvalue,1.112701
parameter_name,Total T cell percentage
mouse_life_stage,Early adult
analysis_id,tmid2ji79z7hnsn
mouse_strain,C57BL
