gene_symbol,Col6a3
mouse_life_stage,Early adult
pvalue,0.3744732
mouse_strain,C57BL
gene_accession_id,MGI:88461
parameter_id,IMPC_CBC_053_001
parameter_name,Thyroxine
analysis_id,7iwnpvb6o420pn2
