gene_symbol,Trp53rkb
pvalue,0.6324598
gene_accession_id,MGI:1914050
parameter_id,MGP_CSD_025_001
parameter_name,Ventral coat/hair presence
analysis_id,q75p647903a0p0l
mouse_life_stage,Early adult
mouse_strain,C57BL
