gene_symbol,Secisbp2l
parameter_name,Alkaline phosphatase
pvalue,0.06793239
parameter_id,HRWLLA_CBC_014_001
mouse_strain,C57BL
analysis_id,0f70sp97ugefo3l
gene_accession_id,MGI:1917604
mouse_life_stage,Middle aged adult
