gene_symbol,Snrpb2
parameter_id,MGP_PBI_001_001
gene_accession_id,MGI:104805
pvalue,0.7546774
parameter_name,Total T cell percentage
analysis_id,672td14a3rky8it
mouse_strain,C57BL
mouse_life_stage,Early adult
