parameter_id,M-G-P_007_001_010
pvalue,0.4783155
gene_symbol,Zc2hc1a
gene_accession_id,MGI:1914556
mouse_life_stage,Early adult
analysis_id,ct02in4a203h4x9
parameter_name,center - distance
mouse_strain,C57BL
