gene_symbol,Hpca
gene_accession_id,MGI:1336200
parameter_name,Resting CD4+ T helper cells - % of CD45+
mouse_life_stage,Late adult
pvalue,0.9816792
mouse_strain,C57BL
parameter_id,MGP_IMM_074_001
analysis_id,zf2na6m91p24071
