gene_symbol,Mecom
pvalue,0.147001
mouse_strain,C3H
parameter_id,MGP_PBI_011_001
analysis_id,eo2i85sh0aj80n5
gene_accession_id,MGI:95457
parameter_name,KLRG1+ mature NK cell percentage
mouse_life_stage,Early adult
