parameter_id,IMPC_XRY_022_001
gene_symbol,Sprr1b
pvalue,0.3261835
analysis_id,v221e711pzv8820
mouse_life_stage,Early adult
parameter_name,Radius
mouse_strain,C57BL
gene_accession_id,MGI:106659
