gene_symbol,Secisbp2l
mouse_strain,C57BL
pvalue,0.5110859
mouse_life_stage,Middle aged adult
analysis_id,9gb40h9m9d5b2zn
parameter_name,Naive CD8+ T cells - % of CD8+
gene_accession_id,MGI:1917604
parameter_id,MGP_MLN_015_001
