parameter_name,Distance travelled - total
mouse_life_stage,Early adult
gene_accession_id,MGI:1918025
mouse_strain,C57BL
pvalue,0.7511203
analysis_id,r6li47i476o461c
parameter_id,HRWLLA_OFD_020_001
gene_symbol,Zmynd8
