parameter_id,M-G-P_016_001_001
mouse_life_stage,Early adult
analysis_id,0101wg9pkryvtsz
pvalue,0.6768126
mouse_strain,C57BL
gene_symbol,Sla2
parameter_name,White blood cell-count
gene_accession_id,MGI:1925049
