parameter_id,M-G-P_007_001_011
analysis_id,eusi7gp895391x6
parameter_name,center - resting time
mouse_life_stage,E12.5
mouse_strain,C57BL
gene_accession_id,MGI:1917810
pvalue,0.06149983
gene_symbol,Wars2
