parameter_id,IMPC_CBC_014_001
analysis_id,4yblo6s9v59u39l
mouse_strain,C57BL
pvalue,0.644944
gene_accession_id,MGI:109356
mouse_life_stage,Late adult
gene_symbol,Snap23
parameter_name,Alkaline phosphatase
