pvalue,1.335926e-09
gene_symbol,Bach2
parameter_id,IMPC_ACS_035_001
gene_accession_id,MGI:894679
analysis_id,6iz15luu7wk45hb
mouse_life_stage,Early adult
parameter_name,% Pre-pulse inhibition - PPI3
mouse_strain,C57BL
