mouse_strain,C57BL
gene_accession_id,MGI:96545
gene_symbol,Il1r1
mouse_life_stage,Early adult
parameter_name,Hemoglobin
parameter_id,IMPC_HEM_003_001
pvalue,0.1625699
analysis_id,91011250f844149
