mouse_strain,129SV
pvalue,0.4570668
parameter_name,Mean-cell-volume
mouse_life_stage,Early adult
gene_symbol,Nipal3
analysis_id,8wa54ki71q27pwa
parameter_id,M-G-P_016_001_005
gene_accession_id,MGI:1921802
