gene_symbol,Bmi1
analysis_id,w1dc38om9q0d0pn
gene_accession_id,MGI:88174
parameter_id,IMPC_EYE_092_001
mouse_life_stage,E12.5
pvalue,0.6794787
mouse_strain,C57BL
parameter_name,Retina (combined)
