parameter_id,M-G-P_009_001_003
mouse_life_stage,Early adult
pvalue,0.5633502
parameter_name,Body weight
analysis_id,c64561f52v243e5
gene_accession_id,MGI:1913284
gene_symbol,Psmd14
mouse_strain,C57BL
