gene_symbol,Slc30a4
analysis_id,p75wy962v6cu5i9
gene_accession_id,MGI:1345282
pvalue,0.2493244
parameter_id,JAX_OFD_007_001
mouse_life_stage,Late adult
mouse_strain,C57BL
parameter_name,Whole arena resting time
