gene_symbol,Wars2
gene_accession_id,MGI:1917810
mouse_strain,C57BL
parameter_id,IMPC_EYE_056_001
mouse_life_stage,E12.5
parameter_name,Mean left eye lens density
pvalue,0.1815714
analysis_id,go037160s552rgc
