parameter_id,IMPC_ABR_010_001
mouse_life_stage,E12.5
gene_symbol,Mapkap1
analysis_id,27np1v9n1z4n79b
parameter_name,24kHz-evoked ABR Threshold
gene_accession_id,MGI:2444554
mouse_strain,C57BL
pvalue,0.6993114
