parameter_name,Total cholesterol
analysis_id,j9ow66w53st5x0z
mouse_strain,C57BL
gene_accession_id,MGI:1915848
parameter_id,IMPC_CBC_015_001
gene_symbol,Dnajc8
pvalue,0.6932014
mouse_life_stage,Early adult
